,nsites,elements,material_id,nelements,composition,chemsys,volume,density,density_atomic,symmetry,structure,is_stable,energy_per_atom,band_gap,efermi,is_gap_direct,is_metal,k_voigt,k_reuss,k_vrh,g_voigt,g_reuss,g_vrh,universal_anisotropy,homogeneous_poisson,e_total,e_ionic,e_electronic,n,e_ij_max,spacegroup
82,4,"[Element Cd, Element Te]",mp-12779,2,Cd2 Te2,Cd-Te,141.33765197053393,5.639652793960689,35.33441299263348,"{'crystal_system': <CrystalSystem.hex_: 'Hexagonal'>, 'symbol': 'P6_3mc', 'number': 186, 'point_group': '6mm', 'symprec': 0.1, 'version': '1.16.2'}","Full Formula (Cd2 Te2)
Reduced Formula: CdTe
abc   :   4.633267   4.633267   7.602432
angles:  90.000000  90.000000 120.000000
pbc   :       True       True       True
Sites (4)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Cd    0.333333  0.666667  0.000365         0
  1  Cd    0.666667  0.333333  0.500365         0
  2  Te    0.333333  0.666667  0.374635        -0
  3  Te    0.666667  0.333333  0.874635        -0",False,-2.6964526149999997,0.6185999999999998,1.82165467,True,False,35.01902188507979,34.994599301349844,35.006810593214816,13.403191240436588,12.861005387857798,13.132098314147193,0.2114846252263023,0.333282051128452,12.247452760009343,3.3380833366760094,8.909369423333333,2.9848566838850625,0.06308164471540162,wurtzite
83,2,"[Element Cd, Element Te]",mp-406,2,Cd1 Te1,Cd-Te,70.71162283069633,5.636239502916919,35.355811415348164,"{'crystal_system': <CrystalSystem.cubic: 'Cubic'>, 'symbol': 'F-43m', 'number': 216, 'point_group': '-43m', 'symprec': 0.1, 'version': '1.16.2'}","Full Formula (Cd1 Te1)
Reduced Formula: CdTe
abc   :   4.641608   4.641609   4.641610
angles:  60.000008  60.000003  60.000011
pbc   :       True       True       True
Sites (2)
  #  SP       a      b     c    magmom
---  ----  ----  -----  ----  --------
  0  Cd    0     -0     0            0
  1  Te    0.25   0.25  0.25        -0",True,-2.7024064699999997,0.5846000000000002,1.77816521,True,False,35.30863798788645,35.30863798788644,35.30863798788644,14.549712435065965,12.545389254971397,13.54755084501868,0.7988286131896265,0.3299092915730693,12.820171336666712,3.5108798066666673,9.309291530000046,3.0511131624376118,0.008396666666666719,zincblend
84,2,"[Element Cd, Element Te]",mp-2388,2,Cd1 Te1,Cd-Te,57.674799648756824,6.910256200990951,28.837399824378412,"{'crystal_system': <CrystalSystem.cubic: 'Cubic'>, 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'symprec': 0.1, 'version': '1.16.2'}","Full Formula (Cd1 Te1)
Reduced Formula: CdTe
abc   :   4.336776   4.336776   4.336776
angles:  60.000000  60.000000  60.000000
pbc   :       True       True       True
Sites (2)
  #  SP      a    b    c    magmom
---  ----  ---  ---  ---  --------
  0  Cd    0    0    0          -0
  1  Te    0.5  0.5  0.5         0",False,-2.5291333799999998,0.0,3.76572217,False,True,,,,,,,,,,,,,,rocksalt
85,2,"[Element Br, Element Cu]",mp-22913,2,Cu1 Br1,Br-Cu,45.25114146849795,5.264051278564948,22.625570734248974,"{'crystal_system': <CrystalSystem.cubic: 'Cubic'>, 'symbol': 'F-43m', 'number': 216, 'point_group': '-43m', 'symprec': 0.1, 'version': '1.16.2'}","Full Formula (Cu1 Br1)
Reduced Formula: CuBr
abc   :   3.982804   3.982805   3.982803
angles: 119.118866  91.533101 119.118841
pbc   :       True       True       True
Sites (2)
  #  SP       a    b     c    magmom
---  ----  ----  ---  ----  --------
  0  Cu    0.75  0.5  0.25        -0
  1  Br    0     0    0            0",True,-3.385688825,0.48709999999999987,3.37355005,True,False,42.86462696435218,42.86462696435218,42.86462696435218,13.794977847915963,11.73285140721032,12.763914627563143,0.8787831572802407,0.3645573675591741,9.086986823333328,2.8278129633333315,6.259173859999997,2.5018340992160124,0.31094666666666604,zincblend
86,2,"[Element Br, Element Cu]",mp-570354,2,Cu1 Br1,Br-Cu,38.61685662682394,6.168402866283765,19.30842831341197,"{'crystal_system': <CrystalSystem.cubic: 'Cubic'>, 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'symprec': 0.1, 'version': '1.16.2'}","Full Formula (Cu1 Br1)
Reduced Formula: CuBr
abc   :   3.794000   3.794000   3.794000
angles:  60.000000  60.000000  60.000000
pbc   :       True       True       True
Sites (2)
  #  SP      a    b    c    magmom
---  ----  ---  ---  ---  --------
  0  Cu    0    0    0           0
  1  Br    0.5  0.5  0.5        -0",False,-3.205221185,0.2019000000000002,4.63151275,False,False,,,,,,,,,,,,,,rocksalt
87,4,"[Element Cl, Element Cu]",mp-1184046,2,Cu2 Cl2,Cl-Cu,76.97577886979161,4.271258036437935,19.243944717447903,"{'crystal_system': <CrystalSystem.hex_: 'Hexagonal'>, 'symbol': 'P6_3mc', 'number': 186, 'point_group': '6mm', 'symprec': 0.1, 'version': '1.16.2'}","Full Formula (Cu2 Cl2)
Reduced Formula: CuCl
abc   :   3.781069   3.781069   6.217189
angles:  90.000000  90.000000 119.999975
pbc   :       True       True       True
Sites (4)
  #  SP            a          b         c    magmom
---  ----  ---------  ---------  --------  --------
  0  Cu    -0         -0         0.374124         0
  1  Cu     0.333334   0.666665  0.874124         0
  2  Cl     0         -0         0.000876        -0
  3  Cl     0.333334   0.666665  0.500875        -0",False,-3.65821955,0.5736000000000003,3.69673912,True,False,,,,,,,,,,,,,,wurtzite
88,2,"[Element Cl, Element Cu]",mp-22914,2,Cu1 Cl1,Cl-Cu,38.40896604376199,4.280034689479288,19.204483021880996,"{'crystal_system': <CrystalSystem.cubic: 'Cubic'>, 'symbol': 'F-43m', 'number': 216, 'point_group': '-43m', 'symprec': 0.1, 'version': '1.16.2'}","Full Formula (Cu1 Cl1)
Reduced Formula: CuCl
abc   :   3.764195   3.810594   3.764195
angles:  90.000000  60.817226 120.408613
pbc   :       True       True       True
Sites (2)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Cu    0.022613  0.011307  0.011307        -0
  1  Cl    0.511387  0.755693  0.755693        -0",False,-3.659133975,0.5646,3.79302604,True,False,48.31540985892802,48.31540985892804,48.315409858928035,11.838913258703583,9.062115312803716,10.450514285753648,1.5320914875010327,0.3991241963055733,7.481689559406114,1.7805216594062347,5.701167899999878,2.3877118544748814,0.507994625589486,zincblend
89,2,"[Element Cl, Element Cu]",mp-571386,2,Cu1 Cl1,Cl-Cu,33.39339311232162,4.922881196929805,16.69669655616081,"{'crystal_system': <CrystalSystem.cubic: 'Cubic'>, 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'symprec': 0.1, 'version': '1.16.2'}","Full Formula (Cu1 Cl1)
Reduced Formula: CuCl
abc   :   3.614586   3.614586   3.614586
angles:  60.000000  60.000000  60.000000
pbc   :       True       True       True
Sites (2)
  #  SP      a    b    c    magmom
---  ----  ---  ---  ---  --------
  0  Cu    0    0    0          -0
  1  Cl    0.5  0.5  0.5        -0",False,-3.483428875,0.3260999999999994,5.57020468,False,False,,,,,,,,,,,,,,rocksalt
90,4,"[Element Cu, Element H]",mp-24093,2,Cu2 H2,Cu-H,31.476104687070972,6.811156611572919,7.869026171767743,"{'crystal_system': <CrystalSystem.hex_: 'Hexagonal'>, 'symbol': 'P6_3mc', 'number': 186, 'point_group': '6mm', 'symprec': 0.1, 'version': '1.16.2'}","Full Formula (Cu2 H2)
Reduced Formula: CuH
abc   :   2.823567   2.823567   4.558838
angles:  90.000000  90.000000 120.000016
pbc   :       True       True       True
Sites (4)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Cu    0.666667  0.333333  0.498322         0
  1  Cu    0.333333  0.666667  0.998322         0
  2  H     0.666667  0.333333  0.876678         0
  3  H     0.333333  0.666667  0.376678         0",False,-3.6974148325000002,0.5729000000000006,5.89441657,False,False,108.68591343686653,108.27730613121976,108.48160978404314,32.98209884185195,32.90636895997688,32.94423390091441,0.015280584436698774,0.3621153491604158,14.374351226944553,1.0138569569445497,13.360494270000004,3.6552009890018367,0.3751951955982573,wurtzite
91,4,"[Element Cu, Element I]",mp-569346,2,Cu2 I2,Cu-I,108.99192868343599,5.803190190456613,27.247982170858997,"{'crystal_system': <CrystalSystem.hex_: 'Hexagonal'>, 'symbol': 'P6_3mc', 'number': 186, 'point_group': '6mm', 'symprec': 0.1, 'version': '1.16.2'}","Full Formula (Cu2 I2)
Reduced Formula: CuI
abc   :   4.243697   4.243697   6.988356
angles:  90.000000  90.000000 119.999996
pbc   :       True       True       True
Sites (4)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Cu    0.333333  0.666667  0.372679         0
  1  Cu    0.666667  0.333333  0.872679         0
  2  I     0.333333  0.666667  0.002321         0
  3  I     0.666667  0.333333  0.502321         0",False,-3.1455671075,1.2119999999999997,4.493492,True,False,38.73687251112195,38.52144451005064,38.629158510586294,15.633611262213485,14.847486119335326,15.240548690774405,0.270325833181027,0.3256602799309687,7.5009030366541785,1.28081209998751,6.220090936666669,2.494011013742054,0.12877295834141606,wurtzite
92,8,"[Element Cu, Element I]",mp-22895,2,Cu4 I4,Cu-I,217.81660491118438,5.807646222679555,27.227075613898048,"{'crystal_system': <CrystalSystem.cubic: 'Cubic'>, 'symbol': 'F-43m', 'number': 216, 'point_group': 'mm2', 'symprec': 0.1, 'version': '1.16.2'}","Full Formula (Cu4 I4)
Reduced Formula: CuI
abc   :   8.511860   4.253739   7.370424
angles:  54.707413  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Cu    0.373599  0.809311  0.733021        -0
  1  Cu    0.626401  0.809311  0.233021        -0
  2  Cu    0.876082  0.799984  0.730425         0
  3  Cu    0.123918  0.799984  0.230425         0
  4  I     0.375174  0.058471  0.982929        -0
  5  I     0.624826  0.058471  0.482929        -0
  6  I     0.874738  0.050935  0.980724        -0
  7  I     0.125262  0.050935  0.480724        -0",False,-3.1479456199999998,1.1762999999999995,4.78666537,True,False,35.71055753002235,35.71055753002234,35.71055753002234,16.109550617413262,12.881096118881079,14.49532336814717,1.253175377598465,0.3212322446926938,7.684355551622969,0.8691664995506821,6.815189052072287,2.6105917053557586,0.14897661646879182,zincblend
93,2,"[Element Cu, Element I]",mp-1096937,2,Cu1 I1,Cu-I,46.889910009516825,6.744530872913697,23.444955004758413,"{'crystal_system': <CrystalSystem.cubic: 'Cubic'>, 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'symprec': 0.1, 'version': '1.16.2'}","Full Formula (Cu1 I1)
Reduced Formula: CuI
abc   :   4.047605   4.047605   4.047605
angles:  60.000000  60.000000  60.000000
pbc   :       True       True       True
Sites (2)
  #  SP      a    b    c    magmom
---  ----  ---  ---  ---  --------
  0  Cu    0    0    0          -0
  1  I     0.5  0.5  0.5        -0",False,-2.9165805999999996,0.0,6.037739,False,True,,,,,,,,,,,,,,rocksalt
94,4,"[Element As, Element Ga]",mp-8883,2,Ga2 As2,As-Ga,90.96756897439013,5.280739317994743,22.741892243597533,"{'crystal_system': <CrystalSystem.hex_: 'Hexagonal'>, 'symbol': 'P6_3mc', 'number': 186, 'point_group': '6mm', 'symprec': 0.1, 'version': '1.16.2'}","Full Formula (Ga2 As2)
Reduced Formula: GaAs
abc   :   3.993590   3.993591   6.586109
angles:  90.000000  90.000000 120.000004
pbc   :       True       True       True
Sites (4)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Ga    0.333333  0.666667  0.999984         0
  1  Ga    0.666667  0.333333  0.499984         0
  2  As    0.333333  0.666667  0.374016        -0
  3  As    0.666667  0.333333  0.874016        -0",False,-4.1813247275,0.22380000000000022,2.78656561,True,False,59.83027495537932,59.775084035208856,59.802679495294086,40.78449008180028,39.254377438072375,40.01943375993633,0.19582038160401538,0.22642828162986137,71.1659437100077,2.0845134600076936,69.08143025,8.311523942695466,0.5154393675302658,wurtzite
95,2,"[Element As, Element Ga]",mp-2534,2,Ga1 As1,As-Ga,47.531859385343836,5.05320036242451,23.765929692671918,"{'crystal_system': <CrystalSystem.cubic: 'Cubic'>, 'symbol': 'F-43m', 'number': 216, 'point_group': '-43m', 'symprec': 0.1, 'version': '1.16.2'}","Full Formula (Ga1 As1)
Reduced Formula: GaAs
abc   :   4.065993   4.065993   4.065993
angles:  59.999991  59.999992  59.999994
pbc   :       True       True       True
Sites (2)
  #  SP       a     b     c    magmom
---  ----  ----  ----  ----  --------
  0  Ga    0     0     0            0
  1  As    0.25  0.25  0.25        -0",True,-4.19612485,0.18610000000000015,2.72603823,True,False,60.73704812749062,60.7370481274906,60.73704812749061,42.44877108560959,39.24790410998986,40.84833759779973,0.40777552944604345,0.22530866720958842,17.01270183999997,2.1766322399999956,14.836069599999975,3.8517618825675055,0.2929899999999997,zincblend
96,4,"[Element As, Element Ga]",mp-1183979,2,Ga1 As3,As-Ga,75.61589394617083,6.467006749734401,18.903973486542707,"{'crystal_system': <CrystalSystem.cubic: 'Cubic'>, 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'symprec': 0.1, 'version': '1.16.2'}","Full Formula (Ga1 As3)
Reduced Formula: GaAs3
abc   :   4.746528   4.746528   4.746528
angles:  60.000000  60.000000  60.000000
pbc   :       True       True       True
Sites (4)
  #  SP       a     b     c    magmom
---  ----  ----  ----  ----  --------
  0  Ga    0     0     0           -0
  1  As    0.25  0.25  0.25        -0
  2  As    0.75  0.75  0.75        -0
  3  As    0.5   0.5   0.5          0",False,-3.9215662525,0.0,5.47558432,False,True,,,,,,,,,,,,,,rocksalt
97,8,"[Element Ga, Element N]",mp-1181864,2,Ga4 N4,Ga-N,92.50899265476257,6.0118020484158885,11.56362408184532,"{'crystal_system': <CrystalSystem.hex_: 'Hexagonal'>, 'symbol': 'P6_3mc', 'number': 186, 'point_group': '6mm', 'symprec': 0.1, 'version': '1.16.2'}","Full Formula (Ga4 N4)
Reduced Formula: GaN
abc   :   3.211538   3.211538  10.356840
angles:  90.000000  90.000000 120.000004
pbc   :       True       True       True
Sites (8)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Ga    0         0         0.285868         0
  1  Ga    0.333333  0.666667  0.537349         0
  2  Ga    0.666667  0.333333  0.037349         0
  3  Ga    0         0         0.785868         0
  4  N     0.333333  0.666667  0.843745        -0
  5  N     0         0         0.593038         0
  6  N     0.666667  0.333333  0.343745        -0
  7  N     0         0         0.093038         0",False,-6.0506115525,0.8257000000000003,4.03233167,True,False,,,,,,,,,,,,,,wurtzite
98,4,"[Element Ga, Element N]",mp-804,2,Ga2 N2,Ga-N,45.72832358928343,6.0809768201203696,11.432080897320857,"{'crystal_system': <CrystalSystem.hex_: 'Hexagonal'>, 'symbol': 'P6_3mc', 'number': 186, 'point_group': '6mm', 'symprec': 0.1, 'version': '1.16.2'}","Full Formula (Ga2 N2)
Reduced Formula: GaN
abc   :   3.188930   3.188931   5.192357
angles:  90.000000  90.000000 120.000000
pbc   :       True       True       True
Sites (4)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Ga    0.666667  0.333333  0.499084        -0
  1  Ga    0.333333  0.666667  0.999084        -0
  2  N     0.666667  0.333333  0.875916         0
  3  N     0.333333  0.666667  0.375916         0",True,-6.3391123425,1.7264999999999997,3.4401233,True,False,171.71319361229305,171.71290638069271,171.71304999649288,106.83675089492253,104.10957914171779,105.47316501832016,0.1309776970287695,0.24507475326929,10.860179653335559,4.913949990002229,5.946229663333331,2.4384892173912376,0.6194843056123386,wurtzite
99,2,"[Element Ga, Element N]",mp-830,2,Ga1 N1,Ga-N,22.887746471078287,6.074710678064747,11.443873235539144,"{'crystal_system': <CrystalSystem.cubic: 'Cubic'>, 'symbol': 'F-43m', 'number': 216, 'point_group': '-43m', 'symprec': 0.1, 'version': '1.16.2'}","Full Formula (Ga1 N1)
Reduced Formula: GaN
abc   :   3.186930   3.186932   3.186932
angles:  60.000003  59.999987  59.999995
pbc   :       True       True       True
Sites (2)
  #  SP       a      b     c    magmom
---  ----  ----  -----  ----  --------
  0  Ga    0     -0     0            0
  1  N     0.25   0.25  0.25        -0",False,-6.33382013,1.5701000000000005,3.46241013,True,False,176.71007502602527,176.71007502602524,176.71007502602527,112.8868462712698,94.73138801804171,103.80911714465576,0.9582599090477997,0.2543713327981554,10.96457524265877,4.875300515988303,6.0892747266704665,2.4676455836830513,0.12476806141345834,zincblend
100,2,"[Element Ga, Element N]",mp-2853,2,Ga1 N1,Ga-N,19.47004855470821,7.141042175319921,9.735024277354105,"{'crystal_system': <CrystalSystem.cubic: 'Cubic'>, 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'symprec': 0.1, 'version': '1.16.2'}","Full Formula (Ga1 N1)
Reduced Formula: GaN
abc   :   3.019678   3.019678   3.019678
angles:  60.000000  60.000000  60.000000
pbc   :       True       True       True
Sites (2)
  #  SP      a    b    c    magmom
---  ----  ---  ---  ---  --------
  0  Ga    0    0    0          -0
  1  N     0.5  0.5  0.5         0",False,-5.8600657400000005,0.4207000000000001,5.62185216,False,False,209.3036695917035,209.3036695917035,209.3036695917035,155.08293131673963,125.82733828605308,140.45513480139635,1.1625292813624313,0.2258042874957612,,,,,,rocksalt
101,4,"[Element Ga, Element P]",mp-8882,2,Ga2 P2,Ga-P,80.94438258953409,4.131501206922352,20.23609564738352,"{'crystal_system': <CrystalSystem.hex_: 'Hexagonal'>, 'symbol': 'P6_3mc', 'number': 186, 'point_group': '6mm', 'symprec': 0.1, 'version': '1.16.2'}","Full Formula (Ga2 P2)
Reduced Formula: GaP
abc   :   3.841720   3.841718   6.332933
angles:  90.000000  90.000000 119.999990
pbc   :       True       True       True
Sites (4)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Ga    0.666667  0.333333  0.500054        -0
  1  Ga    0.333333  0.666667  5.4e-05         -0
  2  P     0.666667  0.333333  0.873946         0
  3  P     0.333333  0.666667  0.373946         0",False,-4.619785785,1.3002000000000002,3.54851097,True,False,76.45759249649385,76.41336453127082,76.43547851388233,52.161400312454155,50.173128020692545,51.16726416657335,0.19871995228183081,0.2263526087126716,12.487942666668692,2.178563300002019,10.30937936666667,3.210822225951893,0.2865730912001334,wurtzite
